"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Scg2",0,2.07789152813165,0.918,0.235,0
"Rgs2",0,1.50413520278522,0.798,0.096,0
"Ptgs2",0,2.39266584108576,0.835,0.049,0
"Atf3",0,1.70529023109015,0.65,0.001,0
"Tnfaip6",0,3.35640139223746,0.752,0.024,0
"Mir670hg",0,3.01436239351539,0.976,0.259,0
"Bdnf",0,3.38732910984628,0.979,0.241,0
"Snap25",0,0.804018999852164,1,0.996,0
"Pmepa1",0,1.37657717502923,0.898,0.298,0
"Tiparp",0,1.41697466112295,0.902,0.254,0
"Slc6a17",0,1.24128558128359,0.976,0.692,0
"Tspan5",0,1.30381830133429,0.995,0.948,0
"Ddah1",0,1.3716820103249,0.721,0.118,0
"Brinp1",0,2.1926441529412,0.999,0.959,0
"Jun",0,1.36893109586303,0.747,0.126,0
"Rheb",0,1.82668387671697,0.978,0.531,0
"Fosl2",0,1.60083286671281,0.89,0.149,0
"Pcdh7",0,1.35410799960589,0.99,0.95,0
"Adgrl3",0,1.34449510153015,0.998,0.994,0
"Vgf",0,1.50359102313966,0.936,0.412,0
"Nptx2",0,2.81617261973802,0.946,0.097,0
"Hsph1",0,2.01351386867111,0.981,0.484,0
"Il12rb2",0,0.986644509362479,0.698,0.085,0
"Grm7",0,2.01890997172024,0.999,0.991,0
"Fosb",0,1.72150435568941,0.92,0.083,0
"Hs3st2",0,1.82366360576369,0.921,0.468,0
"Dlgap2",0,1.02017919392315,0.998,0.995,0
"Klhl2",0,1.57370630679319,0.987,0.752,0
"Dnajb1",0,2.12628307127825,0.88,0.103,0
"Junb",0,1.75556434375891,0.929,0.318,0
"Mt1",0,1.53016206255984,0.791,0.147,0
"Igsf9b",0,1.76481042495956,0.982,0.781,0
"Sik2",0,1.72899069589978,0.982,0.718,0
"Tpm1",0,1.7405609954284,0.936,0.466,0
"Lims1",0,1.40026088972075,0.907,0.497,0
"Zwint",0,1.16839437786123,0.975,0.709,0
"Pcdh15",0,2.60588066381635,0.975,0.741,0
"Gm15398",0,2.41668318333064,0.899,0.492,0
"Dot1l",0,1.22077193565667,0.953,0.593,0
"Dusp6",0,1.20368703032048,0.767,0.136,0
"Tmtc2",0,1.54145910603507,0.905,0.46,0
"Ppm1h",0,1.75205156689864,0.991,0.783,0
"Ifrd1",0,2.33949279380013,0.952,0.41,0
"Fos",0,2.08974285855502,0.939,0.124,0
"Dip2c",0,1.0465859674955,0.997,0.977,0
"Inhba",0,3.22491190444307,0.899,0.223,0
"Elmo1",0,2.29257354831033,0.91,0.631,0
"Nrn1",0,1.7651561475086,0.953,0.563,0
"Jarid2",0,2.34162302653266,0.966,0.688,0
"Gadd45g",0,1.91180026723006,0.891,0.074,0
"Nfil3",0,0.856219767260148,0.67,0.063,0
"Pcsk1",0,1.59133817761585,0.941,0.403,0
"Zmiz1",0,1.53770160164162,0.919,0.466,0
"Spry2",0,1.23570622308824,0.899,0.328,0
"Arc",0,1.7141781486694,0.964,0.367,0
"Myh9",0,1.05449741377463,0.897,0.359,0
"Nr4a1",0,1.54870845234103,0.986,0.519,0
"Tulp4",0,1.09307753523001,0.977,0.722,0
"Hspa1b",0,1.9034931997972,0.824,0.012,0
"Hspa1a",0,2.05317974901199,0.809,0.012,0
"Vegfa",0,1.23260153536992,0.801,0.213,0
"Egr1",0,1.88237149590644,0.97,0.394,0
"Npas4",0,2.69957397652569,0.979,0.174,0
"Sorcs3",0,2.64274024398686,0.97,0.65,0
"Tmsb4x",0,1.54684390717037,0.974,0.598,0
"Egr4",6.61901041447714e-308,1.30478618906673,0.758,0.149,1.68268482756838e-303
"Efhd2",1.02160817706868e-307,1.52617904396871,0.874,0.376,2.597132307744e-303
"Ccn1",9.0251072003535e-302,1.37077302526932,0.685,0.081,2.29436275247387e-297
"Dgki",4.49434842341296e-299,1.03594250640791,0.993,0.972,1.14255325620004e-294
"Ntrk2",1.27431091492072e-298,0.894712490709804,0.998,0.973,3.23955320791146e-294
"Fat3",4.86278541086411e-293,1.29531139040262,0.986,0.866,1.23621730714988e-288
"Hectd2",1.5355590974527e-292,1.15930092234232,0.909,0.499,3.90369833754426e-288
"Hectd2os",1.66997742308888e-288,1.19800470496917,0.856,0.376,4.24541660497655e-284
"Noct",2.0148748075552e-283,1.30313516633725,0.814,0.303,5.12221473576683e-279
"Actn1",3.56737862141445e-282,1.06505825623305,0.915,0.554,9.06898993135982e-278
"Nr4a3",2.07815876827388e-281,1.04563786222279,0.86,0.263,5.28309522070584e-277
"Adcyap1",2.48934765264977e-281,1.61749971895688,0.618,0.064,6.32841960256625e-277
"Stat3",1.94308074588467e-280,1.10440056772858,0.769,0.228,4.93969987218802e-276
"Trio",2.70777195178465e-277,0.88380908994077,0.995,0.94,6.88369785582693e-273
"Csnk1a1",7.87351402518297e-271,0.900590141739936,0.987,0.86,2.00160473548201e-266
"Fam135b",7.87774263760694e-270,1.01896653880401,0.986,0.919,2.00267973333244e-265
"Cdyl",6.40445131145177e-269,1.42497332575357,0.768,0.275,1.62813961239727e-264
"Sema3e",1.25791124821539e-268,2.44620102298405,0.781,0.256,3.19786197521317e-264
"Enah",1.78708904796318e-268,1.18644881501792,0.971,0.82,4.54313777773199e-264
"Aldoa",5.52140608445226e-267,1.17191362951671,0.875,0.407,1.40365185478945e-262
"Gadd45b",1.13703941290552e-266,0.831309528468149,0.667,0.1,2.89058159548842e-262
"Ubb",1.46732673135987e-263,1.24569874259958,0.934,0.592,3.73023801646307e-259
"Baz1a",4.98296141618397e-263,0.866656435479452,0.57,0.034,1.26676845122229e-258
"Gm37245",2.48175573994093e-262,1.26023273498857,0.584,0.054,6.30911944207782e-258
"Hmgcr",8.9780917968355e-261,1.06566607168706,0.932,0.532,2.28241049659152e-256
"Cnnm1",4.39751432322531e-257,1.07600923891266,0.884,0.487,1.11793609125034e-252
"Hsp90aa1",1.2487431171578e-256,1.09503343526052,0.933,0.596,3.17455475243856e-252
"Homer1",9.95573739707976e-256,1.38357117628301,0.998,0.927,2.53094756108562e-251
"Frmd6",4.25530320447315e-255,1.30920297816918,0.936,0.751,1.08178318064116e-250
"Dnase1l3",1.43219957508664e-254,0.95803268673821,0.517,0.011,3.64093775978525e-250
"Actg1",2.61432854054828e-253,1.06473364957519,0.834,0.331,6.64614601578183e-249
"Cystm1",9.69408064747676e-253,0.952413130785059,0.793,0.288,2.46442918220154e-248
"Maml3",9.20141398832247e-252,1.56562004643746,0.907,0.607,2.33918346411134e-247
"Dusp14",3.18175780461498e-248,1.06992289310619,0.806,0.321,8.08866469089221e-244
"Vcl",6.23937815207531e-248,1.02373131038208,0.794,0.298,1.58617471382059e-243
"Pls3",1.12118352401593e-247,1.15008104643786,0.851,0.41,2.8502727547533e-243
"Itgav",2.84050029727598e-246,1.4348148311916,0.793,0.353,7.221119855735e-242
"Gm11290",1.06048955052289e-245,1.41249660122917,0.64,0.121,2.6959765353393e-241
"Fndc3a",1.84464371796068e-245,1.07236027477896,0.907,0.578,4.68945325979965e-241
"Pim1",1.66051424415084e-243,0.88241262907334,0.515,0.017,4.22135931148026e-239
"Abhd2",1.74962591287088e-243,0.998464238796038,0.917,0.597,4.44789899570035e-239
"Nrxn2",2.38608148557925e-243,0.991051851864008,0.956,0.774,6.06589635263958e-239
"Rapgef5",3.43973533550246e-243,1.35175702677833,0.923,0.782,8.74449516991435e-239
"Nfe2l3",6.15765345149616e-241,0.89564907590199,0.688,0.15,1.56539866043935e-236
"Acvr1",2.07788431589584e-240,0.940034374298556,0.918,0.587,5.28239750787041e-236
"Megf11",3.49905433469259e-240,1.38718007293419,0.7,0.209,8.8952959296555e-236
"Tet3",5.90033199148451e-239,1.07364379163885,0.945,0.699,1.49998239887519e-234
"Nrsn1",8.56216878053061e-238,1.13753471493198,0.749,0.254,2.17667454738649e-233
"Tpt1",3.86686864530028e-237,0.874528351577625,0.866,0.38,9.83035347008237e-233
"Antxr2",5.96070700352303e-237,1.3778696718389,0.559,0.065,1.51533093443562e-232
"Adam19",2.75890433174625e-236,1.12495561528441,0.697,0.202,7.01368659216532e-232
"Malat1",3.40705167694888e-236,0.824398371520253,1,1,8.66140677313945e-232
"Fndc3b",4.51398533624167e-236,0.982330268037707,0.88,0.486,1.14754535217936e-231
"Gm17501",5.20032529647866e-235,0.925641599424874,0.586,0.075,1.32202669687081e-230
"Tll1",9.33332008324033e-231,1.87925585856888,0.556,0.064,2.37271663156136e-226
"Lsmem1",1.49143034685772e-230,0.800882745774635,0.529,0.04,3.7915142277817e-226
"Ywhag",4.27002302051366e-229,0.892368665058388,0.964,0.742,1.08552525227498e-224
"Calm1",3.73534940509692e-228,1.42953259044452,0.982,0.87,9.4960052576374e-224
"Fmn2",1.23328974522105e-227,1.0183910952741,0.979,0.911,3.13526919030095e-223
"Slc25a3",3.25748940146457e-227,0.858455132505823,0.943,0.65,8.28118955640324e-223
"Ptgs2os",6.21540526073806e-225,1.10012349581069,0.551,0.064,1.58008032538483e-220
"Ubc",1.32419779395952e-224,0.923210719450314,0.764,0.268,3.36637563180388e-220
"Plxna4",2.60199148337331e-223,1.0174949089025,0.978,0.868,6.61478274903163e-219
"Mif",6.82955379109424e-221,0.867020675657809,0.689,0.184,1.73620916477198e-216
"Fbxo33",1.80023565682613e-219,0.976982610365418,0.844,0.421,4.57655908678339e-215
"Chchd2",2.18798822194495e-219,0.828964101228595,0.796,0.291,5.56230365782845e-215
"Ociad2",2.30955725015036e-216,0.938012133286971,0.893,0.535,5.87135644133224e-212
"Hpcal4",1.50252753446469e-215,0.959961233145638,0.782,0.316,3.81972549811614e-211
"Gm17056",2.07137151121376e-212,0.821320089294504,0.52,0.051,5.26584065580762e-208
"Ppm1l",2.72474417323376e-212,1.07062328599353,0.975,0.827,6.92684463719487e-208
"Mt2",2.79439758161891e-212,0.720604319520328,0.471,0.019,7.10391753199158e-208
"Hunk",3.15370192586823e-212,1.11358815499938,0.602,0.121,8.01734103594221e-208
"Ccdc85b",4.25610162357481e-212,0.985966631212693,0.697,0.207,1.08198615474519e-207
"Csrnp1",3.46476354868428e-211,0.569276074896122,0.493,0.03,8.80812189346517e-207
"Kdm6b",3.9861166263661e-209,0.77016545617807,0.742,0.233,1.01335056875479e-204
"Bri3",4.75747525481751e-208,0.857061085963816,0.747,0.277,1.20944535927971e-203
"Herc3",5.28736800610238e-206,0.938982852664012,0.95,0.765,1.34415469451135e-201
"Gm13684",9.58319024261205e-205,1.10664834742058,0.633,0.166,2.43623862347683e-200
"Gm12248",3.46764082641624e-204,0.61246423700059,0.458,0.018,8.81543650891536e-200
"Dusp5",4.28845492323396e-204,0.707819782289254,0.509,0.05,1.09021101058454e-199
"Lrrfip1",9.13336637722002e-202,0.904574040608705,0.947,0.797,2.32188440041687e-197
"Gm13912",1.74040446444345e-200,1.33485116398136,0.455,0.023,4.42445622950813e-196
"Spred2",3.36196484428409e-200,0.854222750962313,0.977,0.852,8.54678702713902e-196
"Erc1",1.45373618093374e-199,0.769244947868845,0.961,0.784,3.69568811916975e-195
"Gdpd5",4.33424291717393e-199,0.741181843051063,0.68,0.193,1.10185123440396e-194
"Syt4",9.54497102785768e-195,1.05465995770404,0.895,0.595,2.42652253470198e-190
"Lsm11",1.98772074753402e-194,0.609076799079535,0.488,0.045,5.05318368438099e-190
"Gm47423",2.32126525596824e-193,0.846475565783526,0.895,0.468,5.90112053372246e-189
"Rbpj",5.53562988636481e-193,0.837659450380283,0.823,0.411,1.40726782971166e-188
"Pappa",1.20066900485624e-192,2.31352629328939,0.432,0.018,3.05234074414554e-188
"Sgsm1",1.10616449016582e-191,0.797380689012047,0.941,0.666,2.81209136689955e-187
"Fam13c",2.59613124100785e-191,0.867149134427126,0.871,0.521,6.59988484089016e-187
"Slc20a2",1.63520025577416e-189,0.931499377870923,0.77,0.361,4.15700609022906e-185
"B230323A14Rik",1.54468854511714e-188,1.77465865716137,0.417,0.012,3.92690721939678e-184
"Snca",2.7121017438348e-188,0.913572911004158,0.939,0.725,6.89470505317683e-184
"Ccdc138",3.28243232670438e-188,0.838691605083828,0.699,0.232,8.34459946094787e-184
"Cers6",2.15170515247451e-187,0.842940538529648,0.961,0.812,5.47006483862071e-183
"Itgb6",2.56301528002305e-186,0.975955505500814,0.398,0.003,6.51569744487461e-182
"Tagln3",4.26797428241547e-186,0.810126206695232,0.699,0.244,1.08500442207566e-181
"Actb",8.37812533732797e-186,1.07029560416229,0.923,0.682,2.12988702325552e-181
"Bex2",8.40871836546069e-186,0.92134501684616,0.821,0.415,2.13766438286742e-181
"Mamld1",1.06718242654165e-185,0.815570317937434,0.856,0.497,2.71299116475419e-181
"6430548M08Rik",2.67286172527836e-185,0.728986853338077,0.781,0.333,6.79494907800264e-181
"Gem",3.18295944930707e-185,0.895127194176654,0.408,0.009,8.09171951202843e-181
"Smad7",1.29609209868073e-184,0.940145108019011,0.73,0.291,3.29492533326614e-180
"Spred1",2.18176392719415e-184,0.825296165261216,0.961,0.811,5.54648025571296e-180
"Mctp2",4.18439810641788e-184,0.755913192426526,0.492,0.063,1.06375768661355e-179
"Dclk1",5.62378349664175e-184,0.557486247976251,1,0.996,1.42967824051627e-179
"Adamts1",8.85819048590361e-184,0.785807484050456,0.409,0.012,2.25192918532642e-179
"Rnf217",3.29322728790155e-183,0.899218220800112,0.867,0.523,8.37204241130332e-179
"Fbl",1.39423405218078e-182,0.722532075487821,0.745,0.267,3.54442180745397e-178
"Plppr4",1.52360952305787e-182,0.739226676001556,0.968,0.827,3.87332012951772e-178
"Lbh",1.77496007019524e-182,0.63969321945529,0.432,0.024,4.51230349045035e-178
"Btg2",4.02426145685127e-181,0.833153466478969,0.737,0.26,1.02304774756073e-176
"1700111E14Rik",2.44946524233119e-180,0.996606958099017,0.888,0.587,6.22703053905436e-176
"Hmgcs1",5.87280192499092e-180,0.872542057626739,0.746,0.306,1.49298370537119e-175
"Pgam1",7.20052182743329e-180,0.787327264564893,0.657,0.205,1.83051665897009e-175
"Mapk4",1.78171641771511e-178,1.21916289354846,0.879,0.638,4.52947947711536e-174
"Cyp51",6.21918656146294e-178,0.748585589375314,0.726,0.272,1.58104160765511e-173
"Tpm4",8.40293877385033e-178,0.576247210360674,0.449,0.038,2.13619509508823e-173
"Stxbp5",3.24904254524986e-177,0.940953388280175,0.95,0.826,8.25971595853419e-173
"Ap2b1",1.12155929379195e-175,0.737058421597463,0.95,0.749,2.85122803667788e-171
"Gm45345",1.57453772801735e-175,0.621811388971202,0.609,0.149,4.0027898121657e-171
"4933432K03Rik",6.85054585686126e-173,0.756244361417332,0.633,0.184,1.74154576773127e-168
"Arpp19",7.11201793513613e-173,0.857898956726153,0.895,0.589,1.80801719947031e-168
"Myo3b",5.57212448470776e-172,1.04980033863968,0.388,0.012,1.41654548650241e-167
"Atp6ap2",9.45627837239652e-172,0.852561153495947,0.843,0.455,2.40397508783064e-167
"Ptgs1",1.63238497509712e-171,0.547892799897412,0.403,0.019,4.14984908369189e-167
"Adgrd1",2.32592037920716e-171,0.746483041412075,0.507,0.084,5.91295478802044e-167
"Dstn",2.93261932925529e-171,0.722092121181692,0.768,0.321,7.45530485883279e-167
"Nt5dc3",4.40121814010183e-171,0.65990206194753,0.709,0.259,1.11887767557669e-166
"Rnd3",9.48172423306136e-171,0.802178368735209,0.45,0.049,2.41044393452886e-166
"Purb",1.80652053231171e-170,0.737400768610403,0.831,0.431,4.59253649724282e-166
"Atp1b1",2.3727398288361e-170,0.727592768065336,0.977,0.873,6.03197919286713e-166
"Penk",5.69583422436268e-170,1.40926697501636,0.49,0.087,1.44799497651748e-165
"Chga",7.82055205425912e-170,0.711140715945529,0.743,0.302,1.98814074323375e-165
"Cop1",9.64642924519351e-170,0.802889324328004,0.913,0.689,2.45231524271309e-165
"Rgs4",5.59985038103065e-169,0.959685867359882,0.658,0.233,1.42359396386561e-164
"Fam126b",9.15822472514263e-169,0.753543813766753,0.936,0.716,2.32820388962576e-164
"Prkab2",1.64788941242444e-167,0.684548768283816,0.827,0.422,4.18926446426542e-163
"Atp6v1b2",2.03086406884102e-167,0.749906563280376,0.923,0.659,5.16286263580764e-163
"Fhad1",6.53659783699035e-167,0.635019016292213,0.477,0.067,1.66173390211969e-162
"Gphn",1.23436104253558e-166,0.618781400678363,0.997,0.989,3.13799264233395e-162
"Ttll11",1.31888842333497e-166,0.697590549307896,0.947,0.751,3.35287814980216e-162
"Slc8a1",4.42880472725086e-166,1.01302178207971,0.991,0.982,1.12589073776171e-161
"Dusp1",2.22190424417512e-165,0.756687034613983,0.597,0.162,5.648524969542e-161
"Gm12295",3.75824798554158e-165,1.15521439851332,0.392,0.021,9.55421802884379e-161
"Cfl1",5.19374136195646e-164,0.727802126902718,0.693,0.268,1.32035292903657e-159
"Mir155hg",1.7884056387502e-163,0.826623847704449,0.369,0.009,4.54648481483075e-159
"Gm4128",1.83182083081528e-163,0.983355552955816,0.473,0.073,4.6568549160986e-159
"Eprs",4.19898508065799e-163,0.856344692499914,0.814,0.427,1.06746598720487e-158
"Hcn1",8.02546617934698e-163,0.873660173426658,0.979,0.87,2.04023401211359e-158
"Tmem178",1.68741394725582e-162,1.14711136337248,0.902,0.653,4.28974373671374e-158
"Lpp",2.46380549548939e-162,0.814351342553106,0.654,0.227,6.26348633063312e-158
"4932438A13Rik",2.82454015897061e-162,0.759857277716004,0.964,0.833,7.18054599213509e-158
"Pgk1",9.3879872836455e-162,0.622577501965375,0.62,0.184,2.38661412724836e-157
"Yaf2",1.3424766420987e-161,0.750599004280628,0.863,0.551,3.41284411954333e-157
"Klf6",3.70296769890029e-161,0.628419957512124,0.606,0.176,9.41368448414432e-157
"Cdkn1a",5.18812192030266e-161,0.479801761358709,0.414,0.034,1.31892435457934e-156
"Ccdc155",6.20694056809205e-161,0.50769688985292,0.453,0.058,1.57792843122036e-156
"Hspa8",9.47092352164033e-161,0.735856000333651,0.934,0.673,2.40769817767141e-156
"Ankrd33b",5.02637870568638e-160,0.713819569194467,0.945,0.749,1.27780599455959e-155
"Ppme1",1.02101451349729e-159,0.69729370416586,0.914,0.627,2.59562309621282e-155
"Sult4a1",4.1491570369254e-159,0.6805681911556,0.775,0.351,1.05479870192718e-154
"Npy",5.85610799702302e-159,0.891634057903217,0.517,0.104,1.48873977500319e-154
"Nrp1",7.55994246942346e-159,1.0746623937964,0.8,0.383,1.92188857457683e-154
"Chil1",6.98183171492942e-158,0.529706003303546,0.36,0.009,1.77492125856936e-153
"Pxdn",9.657916950941e-158,0.834563794933654,0.76,0.389,2.45523564726822e-153
"Tsc22d2",2.50997655037371e-157,0.873641492549597,0.891,0.61,6.38086238636005e-153
"Wfs1",1.24158035745357e-155,0.541996556747541,0.465,0.07,3.15634558471848e-151
"Pak7",3.30821614988203e-154,0.885462237831883,0.964,0.906,8.41014709623009e-150
"2900097C17Rik",4.03321857890629e-154,0.899890076281356,0.837,0.497,1.02532482712956e-149
"Dynlrb1",4.87859605469128e-154,0.636796506263053,0.613,0.19,1.24023668902362e-149
"Nme1",1.11724585946278e-153,0.595859428510102,0.678,0.24,2.84026242392629e-149
"Selenow",1.45663151048218e-153,0.708098109943738,0.841,0.481,3.70304862594779e-149
"Cpeb3",2.01117184809907e-153,0.845350792885964,0.976,0.91,5.11280107223745e-149
"Xpo1",4.97266933469613e-153,0.679538001352502,0.843,0.485,1.26415199826645e-148
"Hspe1",3.09668711674535e-152,0.63242763633179,0.65,0.225,7.87239798819004e-148
"Tgfb2",7.97449962076156e-152,0.699910675565395,0.433,0.057,2.02727729359e-147
"Aff1",8.31036200784304e-152,0.536919063728804,0.515,0.11,2.11266022963386e-147
"Msmo1",3.44953980636013e-151,0.692140474921693,0.626,0.212,8.76942009572871e-147
"Serinc2",4.29120767202766e-151,0.560935798076607,0.637,0.189,1.09091081438287e-146
"Lrrc8c",4.92880253279871e-151,0.731950210584717,0.791,0.414,1.25300017988809e-146
"Cox5b",9.44528408211715e-151,0.558018112596869,0.599,0.174,2.40118011935582e-146
"Atp6v0c",8.35028643207083e-150,0.976671189708731,0.904,0.668,2.12280981676105e-145
"Pde4dip",1.28485076874738e-149,0.587853252316192,0.987,0.925,3.26634762430958e-145
"Sorcs1",2.98873187825204e-149,1.13536663905258,0.909,0.706,7.59795418089233e-145
"Nedd4l",5.41586364976603e-149,0.607954382071215,0.989,0.948,1.37682085704352e-144
"Fam71d",5.92794171732962e-149,0.478323174490772,0.472,0.081,1.50700134337953e-144
"Gm11549",7.87341106353656e-149,0.57240314208971,0.513,0.117,2.00157856057227e-144
"Atp5md",9.25487449295965e-149,0.618719387979706,0.727,0.304,2.3527741936002e-144
"Slc6a8",1.36226014653058e-148,0.541877029053947,0.595,0.177,3.46313774451005e-144
"Zbtb1",1.7157930755696e-148,0.620500280933949,0.596,0.186,4.36188915671304e-144
"Larp1b",2.05337922168452e-148,0.747262073299521,0.843,0.518,5.22010065736638e-144
"Ndufa4",2.87442860977232e-148,0.711998644779497,0.76,0.355,7.3073724117632e-144
"Uchl1",3.26850009281712e-148,0.702373317776893,0.844,0.485,8.30918093595969e-144
"Inpp5a",4.36308846502507e-148,0.650454706266102,0.744,0.356,1.10918434957867e-143
"Prkce",2.59007969352085e-147,0.610365151141947,0.996,0.971,6.58450059686871e-143
"Arhgap31",3.20975798241084e-147,0.73279437598687,0.517,0.118,8.15984674288484e-143
"Arf1",3.61298691670229e-147,0.643438737872518,0.727,0.322,9.18493533964055e-143
"Rprml",4.23081106042947e-147,0.77042037352068,0.804,0.415,1.07555678778238e-142
"Cap1",1.16949721278456e-145,0.598194156864364,0.729,0.312,2.9730958143409e-141
"Gm26658",1.18646133422174e-145,0.763029382885009,0.622,0.216,3.01622200385851e-141
"Flna",3.50936033597246e-145,0.571756010133797,0.612,0.196,8.92149584610919e-141
"Khdrbs3",6.62268239754258e-145,0.996919432097313,0.972,0.907,1.68361831910327e-140
"Bcat1",2.22355014136494e-143,0.562961793088931,0.579,0.172,5.65270916937795e-139
"Zbtb16",2.58483901469673e-143,1.06087718322849,0.793,0.564,6.57117774316202e-139
"Nr4a2",3.05935394977899e-143,1.07723293629886,0.613,0.2,7.77748961112815e-139
"Lpar1",5.22182904596187e-143,0.599900727613319,0.449,0.073,1.32749338006443e-138
"Iqsec3",3.49467882336837e-142,0.739421198983366,0.855,0.565,8.88417250476708e-138
"Nefl",5.22535897051288e-142,0.72101765672534,0.588,0.189,1.32839075748378e-137
"Irs2",6.4601920291578e-142,0.629345150417297,0.677,0.264,1.6423100176525e-137
"Ell2",1.28425191987042e-141,0.773029552517739,0.738,0.35,3.26482523069457e-137
"Prkar1b",1.40140200624886e-141,0.643069303985129,0.934,0.722,3.56264418028586e-137
"Slc25a4",2.6011113743658e-141,0.695337725942634,0.747,0.357,6.61254533591273e-137
"Ppia",2.99631762549913e-141,0.693648300684492,0.812,0.457,7.61723866754389e-137
"Pkm",3.54955117323981e-141,0.692085514538382,0.784,0.405,9.02366899261025e-137
"Tmem47",5.26996315106362e-141,0.604290477262216,0.483,0.102,1.33973003226339e-136
"Klc1",6.81400865426253e-140,0.626959288416483,0.941,0.744,1.73225728008662e-135
"Spns2",1.04107750770632e-139,0.737477135754656,0.652,0.261,2.646627240091e-135
"Rgs7",5.54514341545895e-139,1.14932371123919,0.992,0.972,1.40968635907798e-134
"Fam135a",5.82674584270506e-139,0.891434607638302,0.861,0.633,1.48127532813248e-134
"Capzb",7.54365841979509e-139,0.5563323003246,0.75,0.356,1.91774884348031e-134
"Bex3",6.61772557245636e-138,0.586517773635588,0.645,0.233,1.68235819502986e-133
"Neat1",1.36063130206407e-137,0.580399803094127,0.356,0.026,3.45899689610728e-133
"Akirin1",2.7402845408026e-137,0.526388416952989,0.672,0.262,6.96635135962838e-133
"Morrbid",3.72426251714718e-137,0.582475342200535,0.328,0.012,9.46782017109155e-133
"Ube2ql1",1.22127960949112e-135,0.734263185854495,0.762,0.394,3.10473702324833e-131
"Myl6",1.23126387785662e-135,0.605713043125454,0.77,0.365,3.13011903028711e-131
"Tanc1",2.84804599795397e-135,0.895063008689711,0.603,0.219,7.24030253599859e-131
"Pim3",3.83254676900672e-135,0.474105334241188,0.49,0.106,9.74310039616887e-131
"Sik3",2.97692019774483e-134,0.626750444216714,0.965,0.818,7.56792652670691e-130
"Akap13",3.56082404361605e-134,0.806327207786321,0.729,0.388,9.05232688368073e-130
"Eif1",4.43394370678304e-134,0.680288892417133,0.847,0.495,1.12719716913838e-129
"Gm37240",7.92109105159669e-134,0.75663205415612,0.944,0.829,2.01369976713691e-129
"Arhgap10",8.3411488766138e-133,0.845822779975187,0.856,0.639,2.12048686741276e-128
"Chchd10",8.78457097905269e-133,0.625468600825275,0.643,0.242,2.23321363429477e-128
"Basp1",1.38394484409996e-132,0.726463644760516,0.971,0.846,3.51826458267092e-128
"Dennd5b",2.01226722683345e-132,0.671161598023675,0.956,0.821,5.115585744056e-128
"Atp5d",1.01650341243595e-131,0.561235841363769,0.647,0.251,2.58415497509467e-127
"Ncdn",5.85059271881219e-131,0.621595563207015,0.626,0.233,1.48733768097643e-126
"Pqlc1",1.3724098110961e-130,0.460950773277383,0.426,0.073,3.4889402217685e-126
"Hsp90ab1",2.41393450083828e-130,0.640909073697013,0.923,0.684,6.13670428803108e-126
"Ndufa5",4.22532106483646e-130,0.534418171860542,0.575,0.181,1.07416112110272e-125
"Psme4",8.75197903987946e-130,0.58514260624518,0.978,0.868,2.22492811151816e-125
"Egr3",9.71593750767914e-130,0.695034756996886,0.794,0.377,2.46998563320219e-125
"AC160336.1",1.52773209475282e-129,0.382852086036304,0.359,0.034,3.88380053128061e-125
"Trank1",1.83425400980598e-129,0.565938935534651,0.976,0.901,4.66304054372877e-125
"Id2",1.02441389141363e-128,0.751945935557679,0.563,0.191,2.60426499475173e-124
"Tbc1d9",1.38917828526524e-128,0.798452646164957,0.744,0.426,3.5315690368013e-124
"Ipo5",1.82015506335699e-128,0.598175648972208,0.746,0.386,4.62719820206614e-124
"Hmcn2",6.64843248004646e-128,0.430572559976198,0.298,0.005,1.69016450507741e-123
"Arpc5",7.94867953556278e-128,0.577112787862631,0.675,0.291,2.02071331153077e-123
"Azin1",9.16730415928474e-128,0.581206180146185,0.762,0.393,2.33051206337337e-123
"Faap100",3.84279236489482e-127,0.430818787236281,0.483,0.111,9.76914675003562e-123
"Atp5g1",4.2450273915981e-127,0.551280302181648,0.692,0.298,1.07917086349207e-122
"Slc2a13",6.0870075687596e-127,0.92694139340692,0.918,0.828,1.54743906413006e-122
"Efr3b",7.4846654141322e-127,0.676402413631315,0.879,0.618,1.90275164158069e-122
"Nup210l",1.09515678894517e-126,0.412077693202393,0.423,0.074,2.78410758885642e-122
"Klf5",3.36243383367008e-126,0.489042074141877,0.439,0.085,8.54797929195608e-122
"Ncs1",8.62264055990984e-126,0.595064984771469,0.77,0.415,2.19204768314028e-121
"Car10",1.19143600536356e-125,0.872007048913325,0.928,0.935,3.02886861283524e-121
"Peli1",1.60306770801314e-125,0.90928736726137,0.801,0.529,4.07531872731101e-121
"Diaph3",4.33502819811767e-125,0.649594355588838,0.351,0.037,1.10205086852547e-120
"Rpl19",1.85737447406643e-124,0.526256202568984,0.706,0.297,4.72181738797169e-120
"Dipk2a",2.04472654126809e-124,0.59460226691973,0.484,0.129,5.19810381321173e-120
"Oip5os1",3.05645430111421e-124,0.631303628467749,0.747,0.374,7.77011812429255e-120
"Hspa4",4.77694929656497e-124,0.507143705880592,0.907,0.621,1.21439605017275e-119
"Snap91",6.2970565505415e-124,0.541888275301937,0.979,0.916,1.60083771627866e-119
"Plpbp",6.88505477815906e-124,0.54085075602016,0.769,0.397,1.7503186257036e-119
"Cck",7.33977532925063e-124,1.08613498709074,0.845,0.58,1.8659176842021e-119
